2020-04-21 15:04:956 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:304 INFO  RegisterPage :37 - Getting computer text message [[ChromeDriver: chrome on WINDOWS (7a94db6de2d99cb6ba283f148f87ee3f)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:406 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:211 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (263de004a7de73e06b263445c29b3d99)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:135 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:776 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (1475c37c4a96189e4ca675093094bf07)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:496 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:781 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (292f2dc74b8ef019e590ac67e9e3e6e1)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:799 INFO  RegisterPage :37 - Getting computer text message [[ChromeDriver: chrome on WINDOWS (292f2dc74b8ef019e590ac67e9e3e6e1)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:692 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:743 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (b9b7efbed2e4a1447abad4e6014072a8)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:854 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:382 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (dc030873caf5b586185c931ac1189df1)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:653 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:709 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (39bf0a45608ac35f5b7075d52d6c5e1c)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:749 INFO  RegisterPage :37 - Getting computer text message [[ChromeDriver: chrome on WINDOWS (39bf0a45608ac35f5b7075d52d6c5e1c)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:873 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:391 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (9c3141b4985bd3a14ce0bb338bef4725)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:715 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (9c3141b4985bd3a14ce0bb338bef4725)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:825 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (9c3141b4985bd3a14ce0bb338bef4725)] -> id: products-orderby]
2020-04-21 16:04:818 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (9c3141b4985bd3a14ce0bb338bef4725)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:170 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:904 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:745 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (c71618309b80a92191e92c018ad4634e)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:839 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (c71618309b80a92191e92c018ad4634e)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:656 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (c71618309b80a92191e92c018ad4634e)] -> id: products-orderby]
2020-04-21 16:04:131 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (c71618309b80a92191e92c018ad4634e)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:116 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:288 INFO  RegisterPage :50 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (c71618309b80a92191e92c018ad4634e)] -> id: product_attribute_3_7]
2020-04-21 16:04:445 INFO  RegisterPage :56 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (c71618309b80a92191e92c018ad4634e)] -> id: add-to-cart-button-1]
2020-04-21 16:04:520 INFO  RegisterPage :61 - Getting add to cart message [[ChromeDriver: chrome on WINDOWS (c71618309b80a92191e92c018ad4634e)] -> class name: content]
2020-04-21 16:04:975 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:153 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (5bc534af0299a3d3a35c4cd1eff349be)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:184 INFO  RegisterPage :37 - Getting computer text message [[ChromeDriver: chrome on WINDOWS (5bc534af0299a3d3a35c4cd1eff349be)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:78 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:549 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (0b3440a715d8739012a86f64fe823698)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:284 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (0b3440a715d8739012a86f64fe823698)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:378 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (0b3440a715d8739012a86f64fe823698)] -> id: products-orderby]
2020-04-21 16:04:338 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (0b3440a715d8739012a86f64fe823698)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:710 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:855 INFO  RegisterPage :50 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (0b3440a715d8739012a86f64fe823698)] -> id: product_attribute_3_7]
2020-04-21 16:04:944 INFO  RegisterPage :56 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (0b3440a715d8739012a86f64fe823698)] -> id: product_attribute_3_7]
2020-04-21 16:04:26 INFO  RegisterPage :61 - Getting add to cart message Proxy element for: DefaultElementLocator 'By.className: content'
2020-04-21 16:04:816 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:778 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (f038ae2f6e047ddea6ad7524ab440b31)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:180 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (f038ae2f6e047ddea6ad7524ab440b31)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:424 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (f038ae2f6e047ddea6ad7524ab440b31)] -> id: products-orderby]
2020-04-21 16:04:551 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (f038ae2f6e047ddea6ad7524ab440b31)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:586 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:742 INFO  RegisterPage :50 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (f038ae2f6e047ddea6ad7524ab440b31)] -> id: product_attribute_3_7]
2020-04-21 16:04:827 INFO  RegisterPage :56 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (f038ae2f6e047ddea6ad7524ab440b31)] -> id: product_attribute_3_7]
2020-04-21 16:04:930 INFO  RegisterPage :61 - Getting add to cart message Proxy element for: DefaultElementLocator 'By.className: content'
2020-04-21 16:04:628 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:833 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (85a90b906473ac1fa0f1e90d9ef945b1)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:877 INFO  RegisterPage :37 - Getting computer text message [[ChromeDriver: chrome on WINDOWS (85a90b906473ac1fa0f1e90d9ef945b1)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:513 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:619 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (e8cc1f1d676feb7d3914dd8a10f6462e)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:535 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (e8cc1f1d676feb7d3914dd8a10f6462e)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:647 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (e8cc1f1d676feb7d3914dd8a10f6462e)] -> id: products-orderby]
2020-04-21 16:04:411 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (e8cc1f1d676feb7d3914dd8a10f6462e)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:59 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:187 INFO  RegisterPage :50 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (e8cc1f1d676feb7d3914dd8a10f6462e)] -> id: product_attribute_3_7]
2020-04-21 16:04:267 INFO  RegisterPage :56 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (e8cc1f1d676feb7d3914dd8a10f6462e)] -> id: product_attribute_3_7]
2020-04-21 16:04:376 INFO  RegisterPage :61 - Getting add to cart message Proxy element for: DefaultElementLocator 'By.className: content'
2020-04-21 16:04:479 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:691 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (3567196d9ef65599d3cf3ee7123e4ed6)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:507 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (3567196d9ef65599d3cf3ee7123e4ed6)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:607 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (3567196d9ef65599d3cf3ee7123e4ed6)] -> id: products-orderby]
2020-04-21 16:04:353 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (3567196d9ef65599d3cf3ee7123e4ed6)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:479 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:727 INFO  RegisterPage :50 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (3567196d9ef65599d3cf3ee7123e4ed6)] -> id: product_attribute_3_7]
2020-04-21 16:04:803 INFO  RegisterPage :56 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (3567196d9ef65599d3cf3ee7123e4ed6)] -> id: product_attribute_3_7]
2020-04-21 16:04:829 INFO  RegisterPage :61 - Getting add to cart message Proxy element for: DefaultElementLocator 'By.className: content'
2020-04-21 16:04:832 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:73 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (7b2a42369a7c508a4c9056778105ce2c)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:209 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (7b2a42369a7c508a4c9056778105ce2c)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:525 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (7b2a42369a7c508a4c9056778105ce2c)] -> id: products-orderby]
2020-04-21 16:04:821 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (7b2a42369a7c508a4c9056778105ce2c)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:956 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:96 INFO  RegisterPage :50 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (7b2a42369a7c508a4c9056778105ce2c)] -> xpath: //input[@id='product_attribute_3_7']]
2020-04-21 16:04:204 INFO  RegisterPage :56 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (7b2a42369a7c508a4c9056778105ce2c)] -> id: product_attribute_3_7]
2020-04-21 16:04:723 INFO  RegisterPage :61 - Getting add to cart message Proxy element for: DefaultElementLocator 'By.className: content'
2020-04-21 16:04:759 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:409 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (5956ceaa058e81a0b303dd53dc59bfe1)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:880 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (5956ceaa058e81a0b303dd53dc59bfe1)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:129 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (5956ceaa058e81a0b303dd53dc59bfe1)] -> id: products-orderby]
2020-04-21 16:04:863 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:492 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (55b58d9bdcc328da4a3e2c2364de163a)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:315 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (55b58d9bdcc328da4a3e2c2364de163a)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:573 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (55b58d9bdcc328da4a3e2c2364de163a)] -> id: products-orderby]
2020-04-21 16:04:222 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (55b58d9bdcc328da4a3e2c2364de163a)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:746 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:102 INFO  RegisterPage :50 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (55b58d9bdcc328da4a3e2c2364de163a)] -> xpath: //input[@id='product_attribute_3_7']]
2020-04-21 16:04:211 INFO  RegisterPage :56 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (55b58d9bdcc328da4a3e2c2364de163a)] -> id: add-to-cart-button-1]
2020-04-21 16:04:539 INFO  RegisterPage :61 - Getting add to cart message [[ChromeDriver: chrome on WINDOWS (55b58d9bdcc328da4a3e2c2364de163a)] -> class name: content]
2020-04-21 16:04:765 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:790 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (65db3bd35c9fef7df52c54b7e007e55d)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:821 INFO  RegisterPage :37 - Getting computer text message [[ChromeDriver: chrome on WINDOWS (65db3bd35c9fef7df52c54b7e007e55d)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:363 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:796 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (b5059bb34c25868d65353821023d796f)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:833 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (b5059bb34c25868d65353821023d796f)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:169 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (b5059bb34c25868d65353821023d796f)] -> id: products-orderby]
2020-04-21 16:04:324 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (b5059bb34c25868d65353821023d796f)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:469 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:966 INFO  RegisterPage :50 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (b5059bb34c25868d65353821023d796f)] -> xpath: //input[@id='product_attribute_3_7']]
2020-04-21 16:04:248 INFO  RegisterPage :56 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (b5059bb34c25868d65353821023d796f)] -> id: add-to-cart-button-1]
2020-04-21 16:04:984 INFO  RegisterPage :61 - Getting add to cart message [[ChromeDriver: chrome on WINDOWS (b5059bb34c25868d65353821023d796f)] -> class name: content]
2020-04-21 16:04:131 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:335 INFO  HomePage :39 - Clicking on computer button [[ChromeDriver: chrome on WINDOWS (9dc719f0557183f9f9b2d09b1d4bcab7)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Computers')]]
2020-04-21 16:04:221 INFO  DesktopPage :28 - Clicking on Desktop button [[ChromeDriver: chrome on WINDOWS (9dc719f0557183f9f9b2d09b1d4bcab7)] -> xpath: //ul[@class='top-menu notmobile']//a[contains(text(),'Desktops')]]
2020-04-21 16:04:387 INFO  DesktopPage :34 - Clicking on position [[ChromeDriver: chrome on WINDOWS (9dc719f0557183f9f9b2d09b1d4bcab7)] -> id: products-orderby]
2020-04-21 16:04:142 INFO  DesktopPage :40 - Clicking on A to Z [[ChromeDriver: chrome on WINDOWS (9dc719f0557183f9f9b2d09b1d4bcab7)] -> xpath: //option[contains(text(),'Name: A to Z')]]
2020-04-21 16:04:694 INFO  RegisterPage :44 - Clicking on build computer Proxy element for: DefaultElementLocator 'By.linkText: Build your own computer'
2020-04-21 16:04:03 INFO  RegisterPage :50 - Clicking on radio button feature [[ChromeDriver: chrome on WINDOWS (9dc719f0557183f9f9b2d09b1d4bcab7)] -> xpath: //input[@id='product_attribute_3_7']]
2020-04-21 16:04:243 INFO  RegisterPage :56 - Clicking on add cart button [[ChromeDriver: chrome on WINDOWS (9dc719f0557183f9f9b2d09b1d4bcab7)] -> id: add-to-cart-button-1]
2020-04-21 16:04:298 INFO  RegisterPage :61 - Getting add to cart message [[ChromeDriver: chrome on WINDOWS (9dc719f0557183f9f9b2d09b1d4bcab7)] -> class name: content]
2020-04-21 16:04:519 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:876 INFO  HomePage :33 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (c7a1508befa88325572b7182b48a4361)] -> link text: Log in]
2020-04-21 16:04:954 INFO  LoginPage :50 - Getting welcome [[ChromeDriver: chrome on WINDOWS (c7a1508befa88325572b7182b48a4361)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2020-04-21 16:04:423 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:233 INFO  HomePage :33 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (75160f57795f24c2a88ee6ec2428c90b)] -> link text: Log in]
2020-04-21 16:04:624 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:445 INFO  HomePage :33 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (20adf19dfe22fb3ee050ebd818d97d81)] -> link text: Log in]
2020-04-21 16:04:123 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:601 INFO  HomePage :33 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (e66d06774ec4b36c003dda180ecf059a)] -> link text: Log in]
2020-04-21 16:04:648 INFO  LoginPage :49 - Getting welcome [[ChromeDriver: chrome on WINDOWS (e66d06774ec4b36c003dda180ecf059a)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2020-04-21 16:04:315 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:513 INFO  HomePage :33 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (bd290a9f024fd6bffdf018a2688c19eb)] -> link text: Log in]
2020-04-21 16:04:406 INFO  LoginPage :32 - Enter email dhanno@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (bd290a9f024fd6bffdf018a2688c19eb)] -> id: Email]
2020-04-21 16:04:230 INFO  LoginPage :38 - Enter password 123456On Password Field [[ChromeDriver: chrome on WINDOWS (bd290a9f024fd6bffdf018a2688c19eb)] -> id: Password]
2020-04-21 16:04:927 INFO  LoginPage :44 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //input[@class='button-1 login-button']'
2020-04-21 16:04:972 INFO  LoginPage :56 - Getting welcome to store message [[ChromeDriver: chrome on WINDOWS (bd290a9f024fd6bffdf018a2688c19eb)] -> xpath: //h2[contains(text(),'Welcome to our store')]]
2020-04-21 16:04:650 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 16:04:118 INFO  HomePage :33 - Clicking on login button [[ChromeDriver: chrome on WINDOWS (5f5e547c4ac7f522ea7893ede1b7989c)] -> link text: Log in]
2020-04-21 16:04:453 INFO  LoginPage :32 - Enter email dhanno@gmail.comOn Email Field [[ChromeDriver: chrome on WINDOWS (5f5e547c4ac7f522ea7893ede1b7989c)] -> id: Email]
2020-04-21 16:04:614 INFO  LoginPage :38 - Enter password 123456On Password Field [[ChromeDriver: chrome on WINDOWS (5f5e547c4ac7f522ea7893ede1b7989c)] -> id: Password]
2020-04-21 16:04:183 INFO  LoginPage :44 - Clicking on login button Proxy element for: DefaultElementLocator 'By.xpath: //input[@class='button-1 login-button']'
2020-04-21 16:04:231 INFO  LoginPage :56 - Getting welcome to store message [[ChromeDriver: chrome on WINDOWS (5f5e547c4ac7f522ea7893ede1b7989c)] -> xpath: //h2[contains(text(),'Welcome to our store')]]
2020-04-21 17:04:828 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:542 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:877 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:570 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:785 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:565 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:991 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:256 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:905 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:774 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:442 INFO  BrowserSelector :24 - Launching chrome browser
2020-04-21 17:04:67 INFO  BrowserSelector :24 - Launching chrome browser
